urls
https://www.amazon.es/Apple-iPhone-Plus-Plata-Libre/dp/B015E8V5LU?ref_=ast_sto_dp
https://www.amazon.es/Apple-iPhone-%C3%BAnica-128GB-Rosado/dp/B01LW5PVMU?ref_=ast_sto_dp
https://www.amazon.es/Apple-iPhone-128GB-Italia-Opaco/dp/B01LVXZTTA?ref_=ast_sto_dp
https://www.amazon.es/Apple-iPhone-Smartphone-DC-HSDPA-TD-SCDMA/dp/B01LVXZRG9?ref_=ast_sto_dp
https://www.amazon.es/Apple-iPhone-Smartphone-4-7-128/dp/B01LW9KS6U?ref_=ast_sto_dp
https://www.amazon.es/Apple-iPhone-32GB-Italia-Argento/dp/B01LVVF641?ref_=ast_sto_dp
https://www.amazon.es/Apple-iPhone-%C3%BAnica-32GB-Rosado/dp/B01LVVF90V?ref_=ast_sto_dp
https://www.amazon.es/Samsung-Galaxy-S20-Smartphone-cu%C3%A1druple/dp/B084J4KB2B/ref=sr_1_3?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=s20&qid=1595427632&sr=8-3
https://www.amazon.es/Samsung-memoria-interna-h%C3%ADbrida-Android/dp/B084DQ756D/ref=sr_1_4?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=s20&qid=1595427632&sr=8-4
https://www.amazon.es/Samsung-Galaxy-S20-cu%C3%A1druple-trasera/dp/B084LF45RL/ref=sr_1_5?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=s20&qid=1595427632&sr=8-5
https://www.amazon.es/Samsung-Galaxy-S20-Ultra-5G/dp/B084DPKKPV/ref=sr_1_7?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=s20&qid=1595427632&sr=8-7
